Category,Customer 1,Harrys 1,Customer 2,Harrys 2,Customer 3,Harrys 3,Customer 4,Harrys 5
Store Hours,What are your holiday hours?,"Monday–Friday: 10am–8pm
Saturday: 10am–9pm
Sunday: 10am–9pm",,,,,,
Store Hours,What are the holiday hours for the midtown store?,"Monday–Friday: 10am–8pm
Saturday: 10am–9pm
Sunday: 10am–9pm",,,,,,
Store Hours,Where can I find store hours?,"I'm happy to help you find the store hours of the closest store with our product. We have a Cornershop but also sell our products in Nordstrom, Barneys, Target and JCrew. 

What is your zip code?",10019,"Lucky you! Our Cornershop is in NYC at 64 Macdougal St, New York, NY 10012. 

You shold definitely pop-in, we have all of our products there. ",,,,
Store Hours,Where are store hours listed?,"I'm happy to help you find the store hours of the closest store with our product. We have a Cornershop but also sell our products in Nordstrom, Barneys, Target and JCrew. 

What is your zip code?",10019,"Lucky you! Our Cornershop is in NYC at 64 Macdougal St, New York, NY 10012 and is open today until 8pm. 

You shold definitely pop-in, we have all of our products there. ",,,,
Store Hours,Are all store hours the same?,"I'm happy to help you find the store hours of the closest store with our product. We have a Cornershop but also sell our products in Nordstrom, Barneys, Target and JCrew. So the hours are not consistent. 

What is your zip code?",10019,"Lucky you! Our Cornershop is in NYC at 64 Macdougal St, New York, NY 10012 and is open today until 8pm. 

You shold definitely pop-in, we have all of our products there. ",,,,
Orders,Where is my order?,"Happy to help you!

What is your email address or phone number so I can find your order?",9178259441,"Thank you, looks like your last order was on 4/1/17 and was for a orange Truman razor.  

Is this your order?","Yes, thats it!",,,
Orders,When will by order be delivered?,"Happy to help you!

What is your email address or phone number so I can find your order?",9178259441,"Thank you, looks like your last order was on 4/1/17 and was for a orange Truman razor.  

Is this your order?","Yes, thats it!",It looks like it is in transit and should be at 151 east 58th street by Friday.,,
Orders,My order still hasn't come. I need it tomorrow. Please help!,"Happy to help you!

What is your email address or phone number so I can find your order?",9178259441,"Thank you, looks like your last order was on 4/1/17 and was for a orange Truman razor.  

Is this your order?","Yes, thats it!","It looks like it is in transit and should be at 151 east 58th street by Friday. We can't do anything else re. this order as it is in transit. However, I can see you are in New York - you can pick up another Truman at one of our retail locations. And once your order arrives Friday, you can return that razor.  ",No,
Orders,I placed an order but want to change the credit card I paid with,"We try to fill and send your order as quickly as possible, which may limit our ability to change payment methods. 

I'm happy to look into it, what is your email address or phone number so I can find your order?",9178259441,"Thank you, looks like your last order was on 4/1/17 and was for a orange Truman razor.  

Is this your order?","Yes, thats it!","It looks like it is in transit and should be at 151 east 58th street by Friday.

Unfortunately once something has shipped we cannot change the payment method. 

Can I help you with anything else?",No,
Orders,I want to be added to the waitlist for the limited edition maroon Truman,"Yes, it's been a hit! Happy to add you on the waitlist.

What is your email address or phone number so we can contact you?",9178259441,"Great, we will reach out as soon as we release the limited edition maroon Truman. ",,,,
Orders,Whats the status of my order?,"I'm happy to look into it, what is your email address or phone number so I can find your order?",9178259441,"Thank you, looks like your last order was on 4/1/17 and was for a orange Truman razor.  

Is this your order?","Yes, thats it!",It looks like it is in transit and should be at 151 east 58th street by Friday.,,
Orders,I ordered this a week ago and its still not here!,"I'm happy to look into it, What is your email address or phone number so I can find your order?",9178259441,"Thank you, looks like your last order was on 4/1/17 and was for a orange Truman razor.  

Is this your order?","Yes, thats it!",It looks like it is in transit and should be at 151 east 58th street by Friday.,,
Shipping ,"I live in Canada, do you ship here?","At this time, we don't ship internationally, but we hope to sometime in the near future. ",,,,,,
Shipping ,"I don't have a doorman, can I still have it shipped to a PO Box?","Yes,we can send to PO Boxes. ",,,,,,
Account,I can't sign in ,"That's easy to fix and I'm happy to help!

Try clicking here to sign in, you may need to change your password if you haven't logged in in over a year. ",,,,,,
Account,"There's an issue with the website, its timing out","We aim to provide the best experience and apologize for a frustrating time! But hopefully I can help you here. 

Are you trying to find something specific? ",,,,,,
Account,How do I update my profile?,"Updating your profile is a breeze, I'll help you get started.

Click here to change your profile.",,,,,,
Account,How do I change my email address?,"Changing your address is a breeze, I'll help you get started.

Click here to change your email address. ",,,,,,
Account,How do I change the name on my account,"Changing your account information is a breeze, I'll help you get started.

Click here to change your account information.",,,,,,
Account,How do I change the credit card on file?,"Changing your credit card is a breeze, I'll help you get started.

Click here to change your credit card. ",,,,,,
Account,Why was I charged x?!,,,,,,,
Account,I don't recognize 'this' charge,Happy to help you. We can connect you with an agent. Please provide us with your phone number.,9178259441,,,,,
Account,I'd like to cancel my X subscription because I moved in with my wife so don't need two acounts,"Happy to help you, let's get started.",9178259441,I found your account - we can do that right away,Thank you!,Keep us in mind in the future - thank you for giving us a try!,,
Account,I'd like to cancel because the promotion period is over,"Happy to help you, let's get started.",9178259441,I found your account - we can do that right away - is there anything else we can do to make you change your mind?,No its too expensive,Keep us in mind in the future - thank you for giving us a try!,,
Account,I want to downgrade my account,"Happy to help you, let's get started.",9178259441,I found your account - we can do that right away - can you give us some feedback why you'd like to downgrade?,"Yes, I am moving and won't need razors every month",Great! You're upgrade will come into affect in the next billing cycle. Enjoy!,,
Account,I want to upgrade my account,"Happy to help you, let's get started.",9178259441,I found your account - would you like one level-up upgrade? ,Yes!,Great! You're upgrade will come into affect in the next billing cycle. Enjoy!,,
Account,I want to cancel my account,"Happy to help you, let's get started. 

What is your email address or phone number so I can find your subscription?",917-825-4551,I found your account - we are routing you to a rep that can help you and you'll be on your way!,,,,
,,,,,,,,
,,,,,,,,
"Note - For demo illustrate the ux to illustrate that agent 'knows' the client. (geo-location data, order - purchase / return history, communication activity). see Slice opt in -https://www.slice.com.",,,,,,,,
